"","X","subject","educ86","twoyr","female","black","hispanic","bytest","dadmiss","dadvoc","dadsome","dadcoll","mommiss","momvoc","momsome","momcoll","fincome","fincmiss","ownhome","perwhite","urban","cue80","stypc80","stwmfg80","tuition2","tuition4","dist2yr","dist4yr","region_midwest","region_south","region_west","nearer2yr","dad.educ","mom.educ","region","race.ethnicity","outcome","treatment"
"135",135,551,13,1,1,0,0,55.46,0,0,0,1,0,0,0,0,22500,0,1,98,0,7.2,10911,756.35,1248.27,1248.27,10,10,1,0,0,FALSE,"College Grad","High School","Midwest","White/Other",13,1
"136",136,552,14,1,1,0,0,61.61,0,0,0,1,0,0,0,1,31500,0,1,98,0,7.2,10911,756.35,1248.27,1248.27,10,10,1,0,0,FALSE,"College Grad","College Grad","Midwest","White/Other",14,1
"137",137,553,16,1,0,0,0,61.06,0,0,0,0,0,1,0,0,31500,0,1,99,0,7.7,10911,756.35,1248.27,1248.27,20,20,1,0,0,FALSE,"High School","Voc","Midwest","White/Other",16,1
"138",138,555,16,1,0,0,0,64.19,1,0,0,0,0,0,0,0,18000,0,1,99,0,8.9,10911,756.35,1248.27,1248.27,3,3,1,0,0,FALSE,"Missing","High School","Midwest","White/Other",16,1
"139",139,564,13,1,1,0,0,63.5,0,0,1,0,1,0,0,0,14000,0,0,93,0,13.5,10911,756.35,1248.27,1248.27,20,20,1,0,0,FALSE,"Some College","Missing","Midwest","White/Other",13,1
"140",140,566,12,1,0,1,0,57.8,1,0,0,0,1,0,0,0,9500,0,0,57,1,7.7,10911,756.35,1248.27,1248.27,2,2,1,0,0,FALSE,"Missing","Missing","Midwest","Black",12,1
"141",141,567,16,1,0,0,0,59.25,0,0,0,1,0,0,0,0,18000,0,1,84,0,13.7,10911,756.35,1248.27,1248.27,50,50,1,0,0,FALSE,"College Grad","High School","Midwest","White/Other",16,1
"142",142,568,12,1,1,0,0,61.47,0,0,0,1,0,0,0,1,31500,0,1,84,0,13.7,10911,756.35,1248.27,1248.27,50,50,1,0,0,FALSE,"College Grad","College Grad","Midwest","White/Other",12,1
"143",143,575,13,1,1,0,0,57.9,0,0,0,1,0,0,0,0,62000,0,1,98,0,8.4,10911,756.35,1248.27,1248.27,12,12,1,0,0,FALSE,"College Grad","High School","Midwest","White/Other",13,1
"144",144,579,16,1,1,0,0,61.1,0,0,0,1,0,0,0,1,62000,0,1,81,0,11.1,11427,616.63,1166.28,1166.28,15,15,1,0,0,FALSE,"College Grad","College Grad","Midwest","White/Other",16,1
"145",145,583,13,1,0,0,0,56.62,0,1,0,0,0,0,0,0,31500,0,1,97,0,13.8,11427,616.63,1166.28,1166.28,20,20,1,0,0,FALSE,"Voc","High School","Midwest","White/Other",13,1
"146",146,589,14,1,1,0,0,55.09,0,0,0,0,0,0,0,0,62000,0,1,99,0,14,11427,616.63,1166.28,1166.28,10,10,1,0,0,FALSE,"High School","High School","Midwest","White/Other",14,1
"147",147,590,12,1,0,0,0,55,0,1,0,0,0,0,0,0,22500,0,1,90,0,14,11427,616.63,1166.28,1166.28,15,15,1,0,0,FALSE,"Voc","High School","Midwest","White/Other",12,1
"148",148,595,14,1,1,0,0,57.07,0,0,0,0,0,0,1,0,62000,0,1,99,0,14,11427,616.63,1166.28,1166.28,35,35,1,0,0,FALSE,"High School","Some College","Midwest","White/Other",14,1
"149",149,596,14,1,0,0,0,65.12,0,0,0,0,0,0,0,0,9500,0,1,99,0,14,11427,616.63,1166.28,1166.28,35,35,1,0,0,FALSE,"High School","High School","Midwest","White/Other",14,1
"150",150,598,14,1,0,0,0,55.16,0,0,0,0,0,0,0,0,14000,0,1,95,0,14,11427,616.63,1166.28,1166.28,35,35,1,0,0,FALSE,"High School","High School","Midwest","White/Other",14,1
"151",151,601,12,1,0,0,0,59.12,1,0,0,0,1,0,0,0,9500,0,0,99,0,16,10250,935.33,1125.87,1125.87,20,20,1,0,0,FALSE,"Missing","Missing","Midwest","White/Other",12,1
"152",152,604,13,1,0,0,0,55.24,0,0,0,1,0,0,0,0,18000,0,1,99,0,8.4,10721,916.86,1016.17,1016.17,35,35,1,0,0,FALSE,"College Grad","High School","Midwest","White/Other",13,1
"153",153,617,16,1,0,0,0,60.61,0,0,0,1,0,0,0,1,31500,0,1,79,1,11.5,11427,616.63,1166.28,1166.28,14,14,1,0,0,FALSE,"College Grad","College Grad","Midwest","White/Other",16,1
"154",154,620,16,1,0,0,0,59.42,0,0,0,0,0,0,0,0,31500,0,1,79,1,11.5,11427,616.63,1166.28,1166.28,14,14,1,0,0,FALSE,"High School","High School","Midwest","White/Other",16,1
"155",155,623,14,1,1,0,0,55.36,0,0,0,0,0,0,0,1,31500,0,1,88,0,13,11427,616.63,1166.28,1166.28,10,10,1,0,0,FALSE,"High School","College Grad","Midwest","White/Other",14,1
"156",156,624,13,1,0,0,0,58.1,0,0,0,0,0,0,1,0,31500,0,1,88,0,13,11427,616.63,1166.28,1166.28,10,10,1,0,0,FALSE,"High School","Some College","Midwest","White/Other",13,1
"157",157,628,13,1,1,0,0,64.88,0,0,0,0,0,0,0,0,22500,0,1,96,0,12,11427,616.63,1166.28,1166.28,8,8,1,0,0,FALSE,"High School","High School","Midwest","White/Other",13,1
"158",158,632,12,1,0,0,0,60.99,0,0,0,0,0,0,0,0,14000,0,1,90,0,11.8,10250,935.33,1125.87,1125.87,2,2,1,0,0,FALSE,"High School","High School","Midwest","White/Other",12,1
"159",159,638,17,1,0,0,0,62.66,0,0,0,0,0,0,1,0,18000,0,1,97,0,6.9,12059,510.39,931.87,931.87,5,5,1,0,0,FALSE,"High School","Some College","Midwest","White/Other",17,1
"160",160,640,12,1,1,0,0,57.45,1,0,0,0,0,0,0,0,9500,0,1,70,1,7.3,12059,510.39,931.87,931.87,35,35,1,0,0,FALSE,"Missing","High School","Midwest","White/Other",12,1
"161",161,643,16,1,0,0,0,63.07,1,0,0,0,0,0,0,0,3500,0,1,97,0,5.5,12059,510.39,931.87,931.87,3,3,1,0,0,FALSE,"Missing","High School","Midwest","White/Other",16,1
"162",162,644,12,1,0,0,0,62.06,0,0,0,0,0,0,0,0,22500,0,1,97,0,5.5,12059,510.39,931.87,931.87,3,3,1,0,0,FALSE,"High School","High School","Midwest","White/Other",12,1
"163",163,645,16,1,0,0,0,58.27,1,0,0,0,0,0,0,0,31500,0,1,95,0,8,12059,510.39,931.87,931.87,20,20,1,0,0,FALSE,"Missing","High School","Midwest","White/Other",16,1
"164",164,647,12,1,1,0,0,57.99,0,1,0,0,0,0,0,0,31500,0,1,95,0,8,12059,510.39,931.87,931.87,20,20,1,0,0,FALSE,"Voc","High School","Midwest","White/Other",12,1
"165",165,648,13,1,0,0,0,62.87,0,0,0,1,0,0,0,1,31500,0,1,78,1,6.1,12059,510.39,931.87,931.87,2,2,1,0,0,FALSE,"College Grad","College Grad","Midwest","White/Other",13,1
"166",166,652,12,1,0,0,0,67.04,0,0,0,1,0,0,0,1,62000,0,1,78,1,6.1,12059,510.39,931.87,931.87,2,2,1,0,0,FALSE,"College Grad","College Grad","Midwest","White/Other",12,1
"167",167,654,14,1,1,0,0,56.12,0,0,0,1,0,0,0,1,18000,0,1,82,0,7.9,12059,510.39,931.87,931.87,1,1,1,0,0,FALSE,"College Grad","College Grad","Midwest","White/Other",14,1
"168",168,655,14,1,0,0,0,56.75,0,0,0,0,0,0,0,0,14000,0,1,82,0,7.9,12059,510.39,931.87,931.87,1,1,1,0,0,FALSE,"High School","High School","Midwest","White/Other",14,1
"169",169,658,17,1,0,0,0,57.17,0,0,0,0,0,0,0,0,9500,0,1,82,0,7.9,12059,510.39,931.87,931.87,1,1,1,0,0,FALSE,"High School","High School","Midwest","White/Other",17,1
"170",170,660,12,1,0,1,0,55.66,0,0,1,0,0,0,0,1,31500,0,1,95,0,5.5,12059,510.39,931.87,931.87,8,8,1,0,0,FALSE,"Some College","College Grad","Midwest","Black",12,1
"171",171,662,16,1,1,0,0,67.46,0,0,0,0,0,0,0,0,18000,0,0,95,0,5.5,12059,510.39,931.87,931.87,8,8,1,0,0,FALSE,"High School","High School","Midwest","White/Other",16,1
"172",172,671,13,1,1,0,1,56.73,1,0,0,0,0,0,0,0,22500,0,0,100,0,10.9,12059,510.39,931.87,931.87,18,18,1,0,0,FALSE,"Missing","High School","Midwest","Hispanic",13,1
"173",173,674,13,1,0,0,0,55.2,0,0,0,0,0,0,0,0,22500,0,1,97,0,6.9,12059,510.39,931.87,931.87,8,8,1,0,0,FALSE,"High School","High School","Midwest","White/Other",13,1
"174",174,679,16,1,0,0,0,57.72,0,0,0,0,0,0,0,0,22500,0,1,99,0,10,12059,510.39,931.87,931.87,25,25,1,0,0,FALSE,"High School","High School","Midwest","White/Other",16,1
"175",175,680,16,1,0,0,0,68.72,0,0,0,1,0,0,0,1,14000,0,0,99,0,10,12059,510.39,931.87,931.87,25,25,1,0,0,FALSE,"College Grad","College Grad","Midwest","White/Other",16,1
"176",176,683,12,1,0,0,0,59.34,0,0,0,0,0,0,0,0,14000,0,1,99,0,10,12059,510.39,931.87,931.87,25,25,1,0,0,FALSE,"High School","High School","Midwest","White/Other",12,1
"177",177,686,16,1,0,0,0,62.36,0,0,0,0,0,0,0,1,18000,0,1,100,0,9.4,12059,510.39,931.87,931.87,40,40,1,0,0,FALSE,"High School","College Grad","Midwest","White/Other",16,1
"178",178,687,17,1,0,0,0,66.52,1,0,0,0,1,0,0,0,9500,0,1,100,0,9.4,12059,510.39,931.87,931.87,40,40,1,0,0,FALSE,"Missing","Missing","Midwest","White/Other",17,1
"179",179,692,12,1,0,0,0,66.17,0,0,0,0,0,0,0,0,14000,0,1,99,0,7.3,12059,510.39,931.87,931.87,10,10,1,0,0,FALSE,"High School","High School","Midwest","White/Other",12,1
"180",180,693,12,1,1,0,0,63.89,0,0,0,0,0,0,0,0,9500,0,1,100,0,6.9,12059,510.39,931.87,931.87,45,45,1,0,0,FALSE,"High School","High School","Midwest","White/Other",12,1
"181",181,694,12,1,1,0,0,55.22,0,0,0,0,0,0,0,0,18000,0,0,100,0,6.9,12059,510.39,931.87,931.87,45,45,1,0,0,FALSE,"High School","High School","Midwest","White/Other",12,1
"182",182,695,14,1,1,0,0,57.69,0,0,0,0,0,0,0,0,22500,0,1,100,0,6.9,12059,510.39,931.87,931.87,45,45,1,0,0,FALSE,"High School","High School","Midwest","White/Other",14,1
"183",183,707,16,1,1,0,0,55.38,1,0,0,0,1,0,0,0,18000,0,1,81,1,8,12059,510.39,931.87,931.87,6,6,1,0,0,FALSE,"Missing","Missing","Midwest","White/Other",16,1
"184",184,709,16,1,0,0,0,56.38,0,0,0,1,0,0,0,0,22500,0,1,66,1,9.7,12059,510.39,931.87,931.87,6,6,1,0,0,FALSE,"College Grad","High School","Midwest","White/Other",16,1
"185",185,725,12,1,0,0,0,58.32,0,0,0,0,0,0,0,0,31500,0,1,100,0,8,12059,510.39,931.87,931.87,25,25,1,0,0,FALSE,"High School","High School","Midwest","White/Other",12,1
"186",186,726,14,1,0,0,0,59.91,0,0,0,0,0,0,0,0,0,1,0,97,0,12.8,12059,510.39,931.87,931.87,40,40,1,0,0,FALSE,"High School","High School","Midwest","White/Other",14,1
"187",187,730,12,1,1,0,1,58.1,1,0,0,0,0,0,1,0,22500,0,0,100,0,11.2,12059,510.39,931.87,931.87,1,1,1,0,0,FALSE,"Missing","Some College","Midwest","Hispanic",12,1
"188",188,732,14,1,0,0,0,57.67,0,0,0,0,1,0,0,0,62000,0,1,92,0,8,12059,510.39,931.87,931.87,20,20,1,0,0,FALSE,"High School","Missing","Midwest","White/Other",14,1
"189",189,733,13,1,1,0,0,56.21,1,0,0,0,0,0,1,0,31500,0,1,92,0,8,12059,510.39,931.87,931.87,20,20,1,0,0,FALSE,"Missing","Some College","Midwest","White/Other",13,1
"190",190,737,14,1,0,0,1,63.18,0,0,0,1,0,0,1,0,62000,0,1,95,0,3.7,11411,9.29,519.63,769.05,5,10,1,0,0,TRUE,"College Grad","Some College","Midwest","Hispanic",14,1
"191",191,738,14,1,0,0,0,56.15,0,0,0,1,0,0,1,0,62000,0,1,95,0,3.7,11411,9.29,519.63,769.05,5,10,1,0,0,TRUE,"College Grad","Some College","Midwest","White/Other",14,1
"192",192,739,13,1,0,0,0,63.43,0,0,0,0,0,0,0,0,31500,0,1,93,1,4.7,11189,736.72,824.48,824.48,10,10,1,0,0,FALSE,"High School","High School","Midwest","White/Other",13,1
"193",193,744,15,1,1,0,0,61.18,0,0,0,1,0,0,0,0,31500,0,1,96,1,4.3,11189,736.72,824.48,824.48,40,40,1,0,0,FALSE,"College Grad","High School","Midwest","White/Other",15,1
"194",194,747,16,1,0,0,0,62.17,0,1,0,0,0,1,0,0,3500,0,0,100,0,4.9,9555,8.65,808.31,684.76,60,7,1,0,0,FALSE,"Voc","Voc","Midwest","White/Other",16,1
"195",195,748,12,1,0,0,0,59.18,0,0,0,0,0,0,0,0,3500,0,1,94,0,9.3,10041,9.76,384.53,484.99,25,50,1,0,0,TRUE,"High School","High School","Midwest","White/Other",12,1
"196",196,749,14,1,0,0,0,61.11,0,0,0,1,0,0,0,1,31500,0,1,94,0,9.3,10041,9.76,384.53,484.99,25,50,1,0,0,TRUE,"College Grad","College Grad","Midwest","White/Other",14,1
"197",197,750,17,1,1,0,0,59.29,0,0,0,0,0,0,0,0,18000,0,1,94,0,9.3,10041,9.76,384.53,484.99,25,50,1,0,0,TRUE,"High School","High School","Midwest","White/Other",17,1
"198",198,752,16,1,0,0,0,62.46,0,0,1,0,0,0,0,0,22500,0,1,94,0,3.7,11411,9.29,519.63,769.05,10,20,1,0,0,TRUE,"Some College","High School","Midwest","White/Other",16,1
"199",199,753,14,1,0,0,0,59.39,1,0,0,0,0,0,0,0,9500,0,1,94,0,3.7,11411,9.29,519.63,769.05,10,20,1,0,0,TRUE,"Missing","High School","Midwest","White/Other",14,1
"200",200,755,12,1,1,0,0,61.78,0,0,0,0,0,0,1,0,22500,0,1,99,0,4.8,11189,736.72,824.48,824.48,30,30,1,0,0,FALSE,"High School","Some College","Midwest","White/Other",12,1
"201",201,757,16,1,0,0,0,57.65,0,0,1,0,0,1,0,0,31500,0,1,97,0,4.7,11189,736.72,824.48,824.48,15,15,1,0,0,FALSE,"Some College","Voc","Midwest","White/Other",16,1
"202",202,760,12,1,1,0,0,56.21,0,0,1,0,0,0,1,0,22500,0,1,97,0,4.7,11189,736.72,824.48,824.48,15,15,1,0,0,FALSE,"Some College","Some College","Midwest","White/Other",12,1
"203",203,766,16,1,0,0,0,56.02,0,0,0,0,0,0,0,0,3500,0,0,100,0,5.6,10711,587.76,893.76,893.76,26,26,1,0,0,FALSE,"High School","High School","Midwest","White/Other",16,1
"204",204,781,14,1,0,0,0,61.02,0,0,0,0,1,0,0,0,0,1,0,99,0,5.5,10711,587.76,893.76,893.76,35,35,1,0,0,FALSE,"High School","Missing","Midwest","White/Other",14,1
"205",205,782,12,1,1,0,0,57.34,0,0,0,0,0,0,0,0,18000,0,0,99,0,5.5,10711,587.76,893.76,893.76,35,35,1,0,0,FALSE,"High School","High School","Midwest","White/Other",12,1
"206",206,783,16,1,1,0,0,59.89,0,0,1,0,0,0,0,1,31500,0,1,95,0,7.2,10711,587.76,893.76,893.76,40,40,1,0,0,FALSE,"Some College","College Grad","Midwest","White/Other",16,1
"207",207,785,16,1,0,0,0,56.94,0,1,0,0,0,0,0,0,18000,0,1,100,0,10.3,11189,736.72,824.48,824.48,60,60,1,0,0,FALSE,"Voc","High School","Midwest","White/Other",16,1
"208",208,793,16,1,1,0,0,60.83,0,0,0,0,0,0,0,0,62000,0,0,87,0,3.6,11411,9.29,519.63,769.05,1,50,1,0,0,TRUE,"High School","High School","Midwest","White/Other",16,1
"209",209,795,13,1,1,0,0,56.47,0,0,0,0,1,0,0,0,22500,0,0,87,0,3.6,11411,9.29,519.63,769.05,1,50,1,0,0,TRUE,"High School","Missing","Midwest","White/Other",13,1
"210",210,796,13,1,1,0,0,56.27,0,0,0,1,0,0,0,0,31500,0,1,98,0,6.4,10041,9.76,384.53,484.99,12,12,1,0,0,FALSE,"College Grad","High School","Midwest","White/Other",13,1
"211",211,798,15,1,0,0,0,67.99,0,0,0,0,0,0,0,0,31500,0,1,94,0,6.2,10711,587.76,893.76,893.76,50,50,1,0,0,FALSE,"High School","High School","Midwest","White/Other",15,1
"212",212,799,14,1,0,0,0,67.92,1,0,0,0,0,1,0,0,9500,0,0,94,0,6.2,10711,587.76,893.76,893.76,50,50,1,0,0,FALSE,"Missing","Voc","Midwest","White/Other",14,1
"213",213,801,16,1,1,0,0,59.81,0,0,1,0,0,0,1,0,31500,0,1,97,0,6.5,10711,587.76,893.76,893.76,7,7,1,0,0,FALSE,"Some College","Some College","Midwest","White/Other",16,1
"214",214,802,12,1,0,0,0,64.13,0,0,0,0,0,0,0,0,22500,0,1,97,0,6.5,10711,587.76,893.76,893.76,7,7,1,0,0,FALSE,"High School","High School","Midwest","White/Other",12,1
"215",215,806,14,1,0,0,0,62.26,0,0,1,0,0,0,0,0,22500,0,1,100,0,4.7,11189,736.72,824.48,824.48,12,12,1,0,0,FALSE,"Some College","High School","Midwest","White/Other",14,1
"216",216,810,13,1,0,0,0,62.3,1,0,0,0,1,0,0,0,3500,0,0,97,0,4.4,11549,9.55,654.73,806,8,15,0,0,1,TRUE,"Missing","Missing","West","White/Other",13,1
"217",217,821,12,1,1,0,0,60.13,1,0,0,0,0,0,1,0,14000,0,1,92,0,5.9,10166,8.41,258.66,692.84,4,4,0,0,1,FALSE,"Missing","Some College","West","White/Other",12,1
"218",218,826,15,1,0,0,0,56.86,0,0,0,1,0,0,0,1,31500,0,1,93,0,6.1,8799,8.1,640.88,730.95,75,15,0,0,1,FALSE,"College Grad","College Grad","West","White/Other",15,1
"219",219,828,14,1,1,0,0,56.07,0,0,0,0,0,0,0,0,18000,0,1,93,0,6.1,8799,8.1,640.88,730.95,75,15,0,0,1,FALSE,"High School","High School","West","White/Other",14,1
"220",220,830,13,1,1,0,0,60.79,0,0,0,0,0,0,0,0,14000,0,1,99,0,4.6,9716,359.12,615.47,615.47,50,50,0,0,1,FALSE,"High School","High School","West","White/Other",13,1
"221",221,834,13,1,1,0,0,61.45,0,0,0,0,0,0,0,0,31500,0,1,70,0,5.9,9078,8.32,401.85,495.38,1,90,0,0,1,TRUE,"High School","High School","West","White/Other",13,1
"222",222,843,18,1,1,0,0,64.88,0,0,1,0,0,0,0,0,22500,0,1,89,0,8,11841,353.35,713.63,713.63,10,10,0,0,1,FALSE,"Some College","High School","West","White/Other",18,1
"223",223,850,12,1,0,0,0,62.44,1,0,0,0,0,1,0,0,0,1,1,94,0,6.1,11841,353.35,713.63,713.63,12,12,0,0,1,FALSE,"Missing","Voc","West","White/Other",12,1
"224",224,854,13,1,1,0,0,59.51,0,1,0,0,0,0,0,0,14000,0,1,98,0,8,11841,353.35,713.63,713.63,5,5,0,0,1,FALSE,"Voc","High School","West","White/Other",13,1
"225",225,859,12,1,0,0,0,63.11,0,0,0,0,0,0,0,0,22500,0,1,90,0,7,10702,513.86,1077.37,1077.37,10,10,0,0,1,FALSE,"High School","High School","West","White/Other",12,1
"226",226,861,16,1,1,0,0,59.39,0,0,0,0,0,1,0,0,22500,0,1,100,0,12.4,10702,513.86,1077.37,1077.37,90,90,0,0,1,FALSE,"High School","Voc","West","White/Other",16,1
"227",227,863,12,1,0,0,0,57.83,0,0,0,0,0,0,0,0,22500,0,1,100,0,12.4,10702,513.86,1077.37,1077.37,90,90,0,0,1,FALSE,"High School","High School","West","White/Other",12,1
"228",228,864,12,1,1,0,0,55.7,0,0,0,0,0,0,1,0,62000,0,1,100,0,12.4,10702,513.86,1077.37,1077.37,90,90,0,0,1,FALSE,"High School","Some College","West","White/Other",12,1
"229",229,866,17,1,0,0,0,64.6,0,0,0,1,0,0,0,0,62000,0,1,95,0,13.8,11841,353.35,713.63,713.63,50,50,0,0,1,FALSE,"College Grad","High School","West","White/Other",17,1
"230",230,874,12,1,1,0,0,57.6,0,0,0,1,0,0,0,0,18000,0,0,88,0,6.1,11841,353.35,713.63,713.63,40,40,0,0,1,FALSE,"College Grad","High School","West","White/Other",12,1
"231",231,877,12,1,1,0,0,57.53,0,0,0,0,0,1,0,0,22500,0,1,94,0,7.6,11841,353.35,713.63,713.63,14,14,0,0,1,FALSE,"High School","Voc","West","White/Other",12,1
"232",232,880,17,1,0,0,0,57.72,0,0,1,0,1,0,0,0,62000,0,1,21,1,6.3,12572,8.89,0,257.51,4,2,0,0,1,FALSE,"Some College","Missing","West","White/Other",17,1
"233",233,884,16,1,0,0,0,57.38,0,0,0,0,0,0,0,0,22500,0,1,21,1,6.3,12572,8.89,0,257.51,4,2,0,0,1,FALSE,"High School","High School","West","White/Other",16,1
"234",234,885,14,1,0,0,0,55.19,0,0,0,0,0,0,0,0,18000,0,1,21,1,6.3,12572,8.89,0,257.51,4,2,0,0,1,FALSE,"High School","High School","West","White/Other",14,1
"235",235,886,17,1,0,0,0,58.02,0,0,0,0,0,1,0,0,14000,0,1,75,1,6.6,12572,8.89,0,257.51,4,6,0,0,1,TRUE,"High School","Voc","West","White/Other",17,1
"236",236,891,12,1,1,0,0,60.57,0,0,0,0,0,0,0,0,18000,0,1,79,1,7.2,12572,8.89,0,257.51,4,2,0,0,1,FALSE,"High School","High School","West","White/Other",12,1
"237",237,896,14,1,0,0,0,57.52,0,0,1,0,0,0,1,0,3500,0,0,65,1,6.8,12572,8.89,0,257.51,6,2,0,0,1,FALSE,"Some College","Some College","West","White/Other",14,1
"238",238,898,13,1,0,0,0,62.26,1,0,0,0,1,0,0,0,14000,0,1,65,1,6.8,12572,8.89,0,257.51,6,2,0,0,1,FALSE,"Missing","Missing","West","White/Other",13,1
"239",239,903,12,1,1,0,0,55.5,0,0,1,0,0,0,0,0,18000,0,1,83,1,6.6,12572,8.89,0,257.51,6,1,0,0,1,FALSE,"Some College","High School","West","White/Other",12,1
"240",240,905,13,1,0,0,0,55.31,0,0,1,0,0,0,0,0,31500,0,1,68,1,6.8,12572,8.89,0,257.51,3,8,0,0,1,TRUE,"Some College","High School","West","White/Other",13,1
"241",241,907,14,1,1,0,0,58.17,0,0,0,0,0,0,0,0,9500,0,0,68,1,6.8,12572,8.89,0,257.51,3,8,0,0,1,TRUE,"High School","High School","West","White/Other",14,1
"242",242,909,13,1,0,1,0,57.19,0,0,0,0,0,0,0,1,31500,0,0,60,1,6.6,12572,8.89,0,257.51,4,10,0,0,1,TRUE,"High School","College Grad","West","Black",13,1
"243",243,912,16,1,1,0,0,63.07,0,0,0,1,0,0,0,0,62000,0,1,77,1,8.2,12572,8.89,0,257.51,2,3,0,0,1,TRUE,"College Grad","High School","West","White/Other",16,1
"244",244,913,17,1,0,0,0,61.53,0,0,1,0,0,0,1,0,22500,0,1,77,1,8.2,12572,8.89,0,257.51,2,3,0,0,1,TRUE,"Some College","Some College","West","White/Other",17,1
"245",245,925,13,1,0,0,0,55.54,0,0,0,0,0,0,0,0,14000,0,1,93,0,4.3,12572,8.89,0,257.51,1,0,0,0,1,FALSE,"High School","High School","West","White/Other",13,1
"246",246,926,14,1,0,1,0,62.85,0,0,0,1,0,0,0,0,62000,0,0,93,0,4.3,12572,8.89,0,257.51,1,0,0,0,1,FALSE,"College Grad","High School","West","Black",14,1
"247",247,927,15,1,0,1,0,58.69,1,0,0,0,0,0,0,1,22500,0,1,93,0,4.3,12572,8.89,0,257.51,1,0,0,0,1,FALSE,"Missing","College Grad","West","Black",15,1
"248",248,928,15,1,1,0,0,57.46,0,0,0,1,0,0,0,1,31500,0,1,93,0,4.3,12572,8.89,0,257.51,1,0,0,0,1,FALSE,"College Grad","College Grad","West","White/Other",15,1
"249",249,929,15,1,0,0,0,59.99,0,0,0,1,0,0,1,0,0,1,1,93,0,4.3,12572,8.89,0,257.51,1,0,0,0,1,FALSE,"College Grad","Some College","West","White/Other",15,1
"250",250,933,13,1,0,0,0,61.77,1,0,0,0,0,0,0,0,22500,0,0,93,0,4.3,12572,8.89,0,257.51,1,0,0,0,1,FALSE,"Missing","High School","West","White/Other",13,1
"251",251,938,14,1,0,0,1,63.05,0,0,1,0,0,0,1,0,31500,0,1,80,0,7.7,12572,8.89,0,257.51,10,10,0,0,1,FALSE,"Some College","Some College","West","Hispanic",14,1
"252",252,939,12,1,0,0,0,64.37,0,0,0,0,1,0,0,0,31500,0,1,80,0,7.7,12572,8.89,0,257.51,10,10,0,0,1,FALSE,"High School","Missing","West","White/Other",12,1
"253",253,941,13,1,1,0,0,55.59,1,0,0,0,1,0,0,0,31500,0,1,80,0,7.7,12572,8.89,0,257.51,10,10,0,0,1,FALSE,"Missing","Missing","West","White/Other",13,1
"254",254,943,15,1,0,0,0,58.55,0,0,0,0,0,0,1,0,62000,0,1,96,0,4.3,12572,8.89,0,257.51,6,12,0,0,1,TRUE,"High School","Some College","West","White/Other",15,1
"255",255,945,13,1,1,0,0,55.95,0,0,0,1,0,0,1,0,62000,0,1,96,0,4.3,12572,8.89,0,257.51,6,12,0,0,1,TRUE,"College Grad","Some College","West","White/Other",13,1
"256",256,948,12,1,0,0,0,61.31,0,0,0,1,0,1,0,0,31500,0,1,87,0,4.3,12572,8.89,0,257.51,5,1,0,0,1,FALSE,"College Grad","Voc","West","White/Other",12,1
"257",257,952,12,1,0,0,0,58.82,0,0,0,0,0,0,0,0,18000,0,0,83,0,8.2,12572,8.89,0,257.51,7,35,0,0,1,TRUE,"High School","High School","West","White/Other",12,1
"258",258,956,14,1,1,0,1,56.5,0,0,0,0,0,0,0,0,22500,0,1,83,0,8.2,12572,8.89,0,257.51,7,35,0,0,1,TRUE,"High School","High School","West","Hispanic",14,1
"259",259,971,12,1,0,0,0,64.17,0,0,0,0,0,0,0,0,3500,0,0,95,0,6.8,12572,8.89,0,257.51,7,15,0,0,1,TRUE,"High School","High School","West","White/Other",12,1
"260",260,989,12,1,1,0,0,55.77,0,1,0,0,0,1,0,0,62000,0,1,82,0,3.9,12572,8.89,0,257.51,1,20,0,0,1,TRUE,"Voc","Voc","West","White/Other",12,1
"261",261,991,15,1,1,0,0,56.61,0,0,0,1,0,0,0,1,62000,0,1,82,0,3.9,12572,8.89,0,257.51,1,20,0,0,1,TRUE,"College Grad","College Grad","West","White/Other",15,1
"262",262,994,13,1,0,0,0,59.79,0,0,0,1,0,0,0,1,31500,0,1,86,0,6.8,12572,8.89,0,257.51,10,5,0,0,1,FALSE,"College Grad","College Grad","West","White/Other",13,1
"263",263,996,15,1,0,0,1,63.63,0,0,0,1,0,0,1,0,62000,0,0,86,0,6.8,12572,8.89,0,257.51,10,5,0,0,1,FALSE,"College Grad","Some College","West","Hispanic",15,1
"264",264,1005,12,1,1,0,0,63.81,1,0,0,0,0,0,0,1,14000,0,0,68,0,3.9,12572,8.89,0,257.51,5,30,0,0,1,TRUE,"Missing","College Grad","West","White/Other",12,1
"265",265,1006,15,1,0,0,0,60.98,0,1,0,0,0,0,0,1,0,1,1,68,0,3.9,12572,8.89,0,257.51,5,30,0,0,1,TRUE,"Voc","College Grad","West","White/Other",15,1
"266",266,1007,17,1,1,0,0,61.96,0,0,0,1,0,1,0,0,62000,0,1,68,0,3.9,12572,8.89,0,257.51,5,30,0,0,1,TRUE,"College Grad","Voc","West","White/Other",17,1
"267",267,1008,16,1,0,0,0,63.24,0,0,0,1,0,0,0,1,31500,0,1,68,0,3.9,12572,8.89,0,257.51,5,30,0,0,1,TRUE,"College Grad","College Grad","West","White/Other",16,1
"268",268,1010,15,1,0,0,0,59.12,0,0,0,1,0,0,1,0,31500,0,1,68,0,3.9,12572,8.89,0,257.51,5,30,0,0,1,TRUE,"College Grad","Some College","West","White/Other",15,1
